item_id,proposed_project_family_id,proposal_status,proposed_cluster_size,dependence_cluster_id,dependence_linkage_evidence,verified_source_names,creator_address,evidence_reference_candidates,auditor_instruction
ethereum:0x82731f38de17189c0bcae81e1ca4d6cf7dab3315,PF_CANDIDATE_4C2FA671D6EE,VERIFIED_SOURCE_SINGLETON_PROPOSAL,1,D0069,SINGLETON_NO_MUST_LINK,EIP7702FlexibleWallet,0xed85346a1057f234a94282a839fe97365088d440,"https://eth.blockscout.com/api/v2/addresses/0x82731f38de17189c0bcae81e1ca4d6cf7dab3315;https://eth.blockscout.com/api/v2/smart-contracts/0x82731f38de17189c0bcae81e1ca4d6cf7dab3315;https://sourcify.dev/server/v2/contract/1/0x82731f38de17189c0bcae81e1ca4d6cf7dab3315?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x854207c87328c52c8394318dd846f305b62a21f8,PF_CANDIDATE_7DA369EF05B5,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0070,SINGLETON_NO_MUST_LINK,,0x354254f270957fda9b531a48c903342596900da0,"https://eth.blockscout.com/api/v2/addresses/0x854207c87328c52c8394318dd846f305b62a21f8;https://eth.blockscout.com/api/v2/smart-contracts/0x854207c87328c52c8394318dd846f305b62a21f8;https://sourcify.dev/server/v2/contract/1/0x854207c87328c52c8394318dd846f305b62a21f8?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x89e5e2302a6067775ca34288846f5059bae901be,PF_CANDIDATE_29E4ED6A634B,STRONG_ONCHAIN_CLUSTER_PROPOSAL,2,D0071,SHARED_AUTHORITY_EOA,,,"https://eth.blockscout.com/api/v2/addresses/0x89e5e2302a6067775ca34288846f5059bae901be;https://eth.blockscout.com/api/v2/smart-contracts/0x89e5e2302a6067775ca34288846f5059bae901be;https://sourcify.dev/server/v2/contract/1/0x89e5e2302a6067775ca34288846f5059bae901be?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x8a7730985a207003f709c0f95ad497650f955394,PF_CANDIDATE_20FA225762A0,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0072,SINGLETON_NO_MUST_LINK,,0xd1b6ee2790d4607471ac8c016868429243d52067,"https://eth.blockscout.com/api/v2/addresses/0x8a7730985a207003f709c0f95ad497650f955394;https://eth.blockscout.com/api/v2/smart-contracts/0x8a7730985a207003f709c0f95ad497650f955394;https://sourcify.dev/server/v2/contract/1/0x8a7730985a207003f709c0f95ad497650f955394?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x95994d72f64f37ff5e38aa922ecdc0c3dc0eded5,PF_CANDIDATE_43B4DD592E16,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0073,SINGLETON_NO_MUST_LINK,,0xa1da072ac08df7697b54718c1511f92438a17a3b,"https://eth.blockscout.com/api/v2/addresses/0x95994d72f64f37ff5e38aa922ecdc0c3dc0eded5;https://eth.blockscout.com/api/v2/smart-contracts/0x95994d72f64f37ff5e38aa922ecdc0c3dc0eded5;https://sourcify.dev/server/v2/contract/1/0x95994d72f64f37ff5e38aa922ecdc0c3dc0eded5?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x98172af7d022609761a1038cb9c18a771455a438,PF_CANDIDATE_393C00BF5BBB,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0074,SINGLETON_NO_MUST_LINK,,0x71fc4e810f0e4f37cdbdbe2ac24979622979a707,"https://eth.blockscout.com/api/v2/addresses/0x98172af7d022609761a1038cb9c18a771455a438;https://eth.blockscout.com/api/v2/smart-contracts/0x98172af7d022609761a1038cb9c18a771455a438;https://sourcify.dev/server/v2/contract/1/0x98172af7d022609761a1038cb9c18a771455a438?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x99c0b9dd3ead519927e29af2c2a39ae43dfb9dce,PF_CANDIDATE_4BAC29034352,STRONG_ONCHAIN_CLUSTER_PROPOSAL,2,D0044,SHARED_AUTHORITY_EOA;SHARED_DEPLOYER_EOA,,0x1c83e9a7b032f703c629b0006c40290ddc68bd1f,"https://eth.blockscout.com/api/v2/addresses/0x99c0b9dd3ead519927e29af2c2a39ae43dfb9dce;https://eth.blockscout.com/api/v2/smart-contracts/0x99c0b9dd3ead519927e29af2c2a39ae43dfb9dce;https://sourcify.dev/server/v2/contract/1/0x99c0b9dd3ead519927e29af2c2a39ae43dfb9dce?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x9ab74b7d7c5f295b0ababa67df085891d1521fb0,PF_CANDIDATE_C03853190A80,STRONG_ONCHAIN_CLUSTER_PROPOSAL,3,D0075,SHARED_DEPLOYER_EOA,,0x25559a1235637ea303b08aa937a86de8b928b547,"https://eth.blockscout.com/api/v2/addresses/0x9ab74b7d7c5f295b0ababa67df085891d1521fb0;https://eth.blockscout.com/api/v2/smart-contracts/0x9ab74b7d7c5f295b0ababa67df085891d1521fb0;https://sourcify.dev/server/v2/contract/1/0x9ab74b7d7c5f295b0ababa67df085891d1521fb0?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x9c9d586c9427e0ffa4540708ff9394db16e37887,PF_CANDIDATE_F2AF820EEBE6,STRONG_ONCHAIN_CLUSTER_PROPOSAL,2,D0076,SHARED_AUTHORITY_EOA,,0x93f11b5d00cac1bf3263944b87b53e0418a45e3d,"https://eth.blockscout.com/api/v2/addresses/0x9c9d586c9427e0ffa4540708ff9394db16e37887;https://eth.blockscout.com/api/v2/smart-contracts/0x9c9d586c9427e0ffa4540708ff9394db16e37887;https://sourcify.dev/server/v2/contract/1/0x9c9d586c9427e0ffa4540708ff9394db16e37887?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x9cb23867ca3ce6dafd9fac17a14e3879b17cc2de,PF_CANDIDATE_4B2EC24E9904,STRONG_ONCHAIN_CLUSTER_PROPOSAL,4,D0039,SHARED_DEPLOYER_EOA,,0xbd43bd6b25e80310869a56d4e395026b8256dd2a,"https://eth.blockscout.com/api/v2/addresses/0x9cb23867ca3ce6dafd9fac17a14e3879b17cc2de;https://eth.blockscout.com/api/v2/smart-contracts/0x9cb23867ca3ce6dafd9fac17a14e3879b17cc2de;https://sourcify.dev/server/v2/contract/1/0x9cb23867ca3ce6dafd9fac17a14e3879b17cc2de?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x9d81bcc24abffd5f0edd713bc9d00a38a3a991c3,PF_CANDIDATE_E1B1276DD87C,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0077,SINGLETON_NO_MUST_LINK,,0x26266930b96b48e77e6a5d2e6ab0632c93da7ed6,"https://eth.blockscout.com/api/v2/addresses/0x9d81bcc24abffd5f0edd713bc9d00a38a3a991c3;https://eth.blockscout.com/api/v2/smart-contracts/0x9d81bcc24abffd5f0edd713bc9d00a38a3a991c3;https://sourcify.dev/server/v2/contract/1/0x9d81bcc24abffd5f0edd713bc9d00a38a3a991c3?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x9ea0779ffe9c4965a9209c46c469a8be4db44797,PF_CANDIDATE_00AB70962582,STRONG_ONCHAIN_CLUSTER_PROPOSAL,4,D0019,SHARED_AUTHORITY_EOA;SHARED_DEPLOYER_EOA,,0x34f41c98898ed0c2f7d004538a7cbde33b35404f,"https://eth.blockscout.com/api/v2/addresses/0x9ea0779ffe9c4965a9209c46c469a8be4db44797;https://eth.blockscout.com/api/v2/smart-contracts/0x9ea0779ffe9c4965a9209c46c469a8be4db44797;https://sourcify.dev/server/v2/contract/1/0x9ea0779ffe9c4965a9209c46c469a8be4db44797?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0x9ed899cea9a7b10b87ce96bcfb7ef2b4315522a3,PF_CANDIDATE_60F9FB81B248,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0078,SINGLETON_NO_MUST_LINK,,0xc5798cd00276dbfdcd85bc751f5edace052e5cdd,"https://eth.blockscout.com/api/v2/addresses/0x9ed899cea9a7b10b87ce96bcfb7ef2b4315522a3;https://eth.blockscout.com/api/v2/smart-contracts/0x9ed899cea9a7b10b87ce96bcfb7ef2b4315522a3;https://sourcify.dev/server/v2/contract/1/0x9ed899cea9a7b10b87ce96bcfb7ef2b4315522a3?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,PF_CANDIDATE_E8A60D4BA303,VERIFIED_SOURCE_SINGLETON_PROPOSAL,1,D0079,SINGLETON_NO_MUST_LINK,FiatTokenProxy;USDC,0x95ba4cf87d6723ad9c0db21737d862be80e93911,"https://eth.blockscout.com/api/v2/addresses/0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;https://eth.blockscout.com/api/v2/smart-contracts/0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;https://sourcify.dev/server/v2/contract/1/0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xa21d21011c3de2ce3e379efbbd73cb01c0f2daf8,PF_CANDIDATE_C05641B2ED37,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0080,SINGLETON_NO_MUST_LINK,,0xffffffaebefc99a4700b0934e28523a54d375283,"https://eth.blockscout.com/api/v2/addresses/0xa21d21011c3de2ce3e379efbbd73cb01c0f2daf8;https://eth.blockscout.com/api/v2/smart-contracts/0xa21d21011c3de2ce3e379efbbd73cb01c0f2daf8;https://sourcify.dev/server/v2/contract/1/0xa21d21011c3de2ce3e379efbbd73cb01c0f2daf8?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xa28ccfbe39807372f1fc99aef7a6bd5a967a08cc,PF_CANDIDATE_4B2EC24E9904,STRONG_ONCHAIN_CLUSTER_PROPOSAL,4,D0039,SHARED_DEPLOYER_EOA,,0xbd43bd6b25e80310869a56d4e395026b8256dd2a,"https://eth.blockscout.com/api/v2/addresses/0xa28ccfbe39807372f1fc99aef7a6bd5a967a08cc;https://eth.blockscout.com/api/v2/smart-contracts/0xa28ccfbe39807372f1fc99aef7a6bd5a967a08cc;https://sourcify.dev/server/v2/contract/1/0xa28ccfbe39807372f1fc99aef7a6bd5a967a08cc?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xa2a14d35a30be469d35f247a7ccb5ae0ac37643b,PF_CANDIDATE_29E4ED6A634B,STRONG_ONCHAIN_CLUSTER_PROPOSAL,2,D0071,SHARED_AUTHORITY_EOA,,0x1a9b051e84bd8d43d1bc0ba23fb67e60faeef0d0,"https://eth.blockscout.com/api/v2/addresses/0xa2a14d35a30be469d35f247a7ccb5ae0ac37643b;https://eth.blockscout.com/api/v2/smart-contracts/0xa2a14d35a30be469d35f247a7ccb5ae0ac37643b;https://sourcify.dev/server/v2/contract/1/0xa2a14d35a30be469d35f247a7ccb5ae0ac37643b?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xa3ad12a43bf4b110489450f482c5090b617c483d,PF_CANDIDATE_A25FF22AE273,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0081,SINGLETON_NO_MUST_LINK,,0x3cb6d508ad2160708a0c56f29cd7d3eba5c58e4c,"https://eth.blockscout.com/api/v2/addresses/0xa3ad12a43bf4b110489450f482c5090b617c483d;https://eth.blockscout.com/api/v2/smart-contracts/0xa3ad12a43bf4b110489450f482c5090b617c483d;https://sourcify.dev/server/v2/contract/1/0xa3ad12a43bf4b110489450f482c5090b617c483d?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xa500e90ead096d55b539d9a11b591b20a1ea8abb,PF_CANDIDATE_C03853190A80,STRONG_ONCHAIN_CLUSTER_PROPOSAL,3,D0075,SHARED_DEPLOYER_EOA,,0x25559a1235637ea303b08aa937a86de8b928b547,"https://eth.blockscout.com/api/v2/addresses/0xa500e90ead096d55b539d9a11b591b20a1ea8abb;https://eth.blockscout.com/api/v2/smart-contracts/0xa500e90ead096d55b539d9a11b591b20a1ea8abb;https://sourcify.dev/server/v2/contract/1/0xa500e90ead096d55b539d9a11b591b20a1ea8abb?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xa5334c601b7e03f2544620a0943a99912c24f02a,PF_CANDIDATE_5C174ED3114D,STRONG_ONCHAIN_CLUSTER_PROPOSAL,2,D0032,SHARED_AUTHORITY_EOA,RescueToolSimple,0xda4ef38498a5e0b950b1afa6723054c7528509e0,"https://eth.blockscout.com/api/v2/addresses/0xa5334c601b7e03f2544620a0943a99912c24f02a;https://eth.blockscout.com/api/v2/smart-contracts/0xa5334c601b7e03f2544620a0943a99912c24f02a;https://sourcify.dev/server/v2/contract/1/0xa5334c601b7e03f2544620a0943a99912c24f02a?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xa667a49275d1913b5d9ec51c3475bcdab7375a8b,PF_CANDIDATE_E1802DEF9A85,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0082,SINGLETON_NO_MUST_LINK,,0x711dfe98f12f5f0459f3bc4e66303a55b0b4a0cd,"https://eth.blockscout.com/api/v2/addresses/0xa667a49275d1913b5d9ec51c3475bcdab7375a8b;https://eth.blockscout.com/api/v2/smart-contracts/0xa667a49275d1913b5d9ec51c3475bcdab7375a8b;https://sourcify.dev/server/v2/contract/1/0xa667a49275d1913b5d9ec51c3475bcdab7375a8b?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xa7224dbcd420d63535925911915748932abe58b0,PF_CANDIDATE_C15D1D474DF7,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0083,SINGLETON_NO_MUST_LINK,,0xdeadc53d37a2fd3dc7b327adbd6ca0de2f9e0fb9,"https://eth.blockscout.com/api/v2/addresses/0xa7224dbcd420d63535925911915748932abe58b0;https://eth.blockscout.com/api/v2/smart-contracts/0xa7224dbcd420d63535925911915748932abe58b0;https://sourcify.dev/server/v2/contract/1/0xa7224dbcd420d63535925911915748932abe58b0?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xa845c74344fc9405b1fcf712f04668979573c1bf,PF_CANDIDATE_A1558C73F1C3,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0084,SINGLETON_NO_MUST_LINK,,0x6942ad4112e1200fddf874fda6f9c648b47fe2f6,"https://eth.blockscout.com/api/v2/addresses/0xa845c74344fc9405b1fcf712f04668979573c1bf;https://eth.blockscout.com/api/v2/smart-contracts/0xa845c74344fc9405b1fcf712f04668979573c1bf;https://sourcify.dev/server/v2/contract/1/0xa845c74344fc9405b1fcf712f04668979573c1bf?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xa9bbbf3f380965c1271309a44317711a88077658,PF_CANDIDATE_D9A720D46890,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0085,SINGLETON_NO_MUST_LINK,,0x5f4ad9d0f8f0e9fcaac19c3a0f2527170d1a5120,"https://eth.blockscout.com/api/v2/addresses/0xa9bbbf3f380965c1271309a44317711a88077658;https://eth.blockscout.com/api/v2/smart-contracts/0xa9bbbf3f380965c1271309a44317711a88077658;https://sourcify.dev/server/v2/contract/1/0xa9bbbf3f380965c1271309a44317711a88077658?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xab2d1de5424a3b18700b15c0c38fb77cbc549961,PF_CANDIDATE_1407E64A5237,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0086,SINGLETON_NO_MUST_LINK,,0xb34fd47bdc979c311830f8162aeda26f4796c758,"https://eth.blockscout.com/api/v2/addresses/0xab2d1de5424a3b18700b15c0c38fb77cbc549961;https://eth.blockscout.com/api/v2/smart-contracts/0xab2d1de5424a3b18700b15c0c38fb77cbc549961;https://sourcify.dev/server/v2/contract/1/0xab2d1de5424a3b18700b15c0c38fb77cbc549961?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xab77f99a308e52adec555e75d1b5e10a1517a4d2,PF_CANDIDATE_493A05D1BA5E,VERIFIED_SOURCE_SINGLETON_PROPOSAL,1,D0087,SINGLETON_NO_MUST_LINK,BatchCallAndSponsor,0x4e59b44847b379578588920ca78fbf26c0b4956c,"https://eth.blockscout.com/api/v2/addresses/0xab77f99a308e52adec555e75d1b5e10a1517a4d2;https://eth.blockscout.com/api/v2/smart-contracts/0xab77f99a308e52adec555e75d1b5e10a1517a4d2;https://sourcify.dev/server/v2/contract/1/0xab77f99a308e52adec555e75d1b5e10a1517a4d2?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xae0fa4ff1b0e2fd4cd32fddc0f56b0e0c0bd1933,PF_CANDIDATE_0EEA99BA47C4,VERIFIED_SOURCE_SINGLETON_PROPOSAL,1,D0088,SINGLETON_NO_MUST_LINK,BatchExecutor,0xe110036c6b85914aef7cf7b0714563e176b13be2,"https://eth.blockscout.com/api/v2/addresses/0xae0fa4ff1b0e2fd4cd32fddc0f56b0e0c0bd1933;https://eth.blockscout.com/api/v2/smart-contracts/0xae0fa4ff1b0e2fd4cd32fddc0f56b0e0c0bd1933;https://sourcify.dev/server/v2/contract/1/0xae0fa4ff1b0e2fd4cd32fddc0f56b0e0c0bd1933?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xb0645bf2733ecaddca943c6d1be2ab16363700c7,PF_CANDIDATE_D07512E87BB4,STRONG_ONCHAIN_CLUSTER_PROPOSAL,2,D0089,SHARED_AUTHORITY_EOA,MetaMaskSwapRouter,0x8863786bebe8eb9659df00b49f8f1eeec7e2c8c1,"https://eth.blockscout.com/api/v2/addresses/0xb0645bf2733ecaddca943c6d1be2ab16363700c7;https://eth.blockscout.com/api/v2/smart-contracts/0xb0645bf2733ecaddca943c6d1be2ab16363700c7;https://sourcify.dev/server/v2/contract/1/0xb0645bf2733ecaddca943c6d1be2ab16363700c7?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xb174b7ce27fbe1e7b501ad68c657d0d76697725a,PF_CANDIDATE_1235A9E63AA5,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0090,SINGLETON_NO_MUST_LINK,,0xcc592ef7c86a7e4d8fa6a725b1244bd80133aa52,"https://eth.blockscout.com/api/v2/addresses/0xb174b7ce27fbe1e7b501ad68c657d0d76697725a;https://eth.blockscout.com/api/v2/smart-contracts/0xb174b7ce27fbe1e7b501ad68c657d0d76697725a;https://sourcify.dev/server/v2/contract/1/0xb174b7ce27fbe1e7b501ad68c657d0d76697725a?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xb771198a7568940d7811ff84bf6409fa80a5e4fd,PF_CANDIDATE_6ED39A32E028,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0091,SINGLETON_NO_MUST_LINK,,0x00b084456d81840fb133d83f03c392dc7cf7777c,"https://eth.blockscout.com/api/v2/addresses/0xb771198a7568940d7811ff84bf6409fa80a5e4fd;https://eth.blockscout.com/api/v2/smart-contracts/0xb771198a7568940d7811ff84bf6409fa80a5e4fd;https://sourcify.dev/server/v2/contract/1/0xb771198a7568940d7811ff84bf6409fa80a5e4fd?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xb7f6a181d589842cd6dfaf39ba54e938f0347613,PF_CANDIDATE_ED0105A70275,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0092,SINGLETON_NO_MUST_LINK,,0x914d7fec6aac8cd542e72bca78b30650d45643d7,"https://eth.blockscout.com/api/v2/addresses/0xb7f6a181d589842cd6dfaf39ba54e938f0347613;https://eth.blockscout.com/api/v2/smart-contracts/0xb7f6a181d589842cd6dfaf39ba54e938f0347613;https://sourcify.dev/server/v2/contract/1/0xb7f6a181d589842cd6dfaf39ba54e938f0347613?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xb824a8bca07d8951991bc095f0740b73d55b5ab2,PF_CANDIDATE_FF760A624794,STRONG_ONCHAIN_CLUSTER_PROPOSAL,2,D0043,SHARED_AUTHORITY_EOA,,0x4c0b4c8e618268b16af1996455996f6550abac6b,"https://eth.blockscout.com/api/v2/addresses/0xb824a8bca07d8951991bc095f0740b73d55b5ab2;https://eth.blockscout.com/api/v2/smart-contracts/0xb824a8bca07d8951991bc095f0740b73d55b5ab2;https://sourcify.dev/server/v2/contract/1/0xb824a8bca07d8951991bc095f0740b73d55b5ab2?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xb9ca3b7e9fcdb14681962691b6eb8f3f6600231c,PF_CANDIDATE_5E6AF37F93CB,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0093,SINGLETON_NO_MUST_LINK,,0xc8e8ab34fe8ba26772b79f3d46cd0583892c9758,"https://eth.blockscout.com/api/v2/addresses/0xb9ca3b7e9fcdb14681962691b6eb8f3f6600231c;https://eth.blockscout.com/api/v2/smart-contracts/0xb9ca3b7e9fcdb14681962691b6eb8f3f6600231c;https://sourcify.dev/server/v2/contract/1/0xb9ca3b7e9fcdb14681962691b6eb8f3f6600231c?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xba7526815e5f62271ea3089cc2824de5389dc956,PF_CANDIDATE_5F56B24FEBA1,STRONG_ONCHAIN_CLUSTER_PROPOSAL,2,D0094,SHARED_AUTHORITY_EOA,,0xd32a221d4a671724ad666689cc5cc4d103fb13bc,"https://eth.blockscout.com/api/v2/addresses/0xba7526815e5f62271ea3089cc2824de5389dc956;https://eth.blockscout.com/api/v2/smart-contracts/0xba7526815e5f62271ea3089cc2824de5389dc956;https://sourcify.dev/server/v2/contract/1/0xba7526815e5f62271ea3089cc2824de5389dc956?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xbad39476167ce7f3ae18c322c0fe5d3521816aba,PF_CANDIDATE_90C4BFD3F129,ANONYMOUS_SINGLETON_REQUIRES_RESEARCH,1,D0095,SINGLETON_NO_MUST_LINK,,0x681878dc5abaa70d182b3e1c4d6a3fd1e16922c0,"https://eth.blockscout.com/api/v2/addresses/0xbad39476167ce7f3ae18c322c0fe5d3521816aba;https://eth.blockscout.com/api/v2/smart-contracts/0xbad39476167ce7f3ae18c322c0fe5d3521816aba;https://sourcify.dev/server/v2/contract/1/0xbad39476167ce7f3ae18c322c0fe5d3521816aba?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
ethereum:0xbcc532c6e4786e2c1c1e1fad460a53929f4dc577,PF_CANDIDATE_F2AF820EEBE6,STRONG_ONCHAIN_CLUSTER_PROPOSAL,2,D0076,SHARED_AUTHORITY_EOA,,0x93f11b5d00cac1bf3263944b87b53e0418a45e3d,"https://eth.blockscout.com/api/v2/addresses/0xbcc532c6e4786e2c1c1e1fad460a53929f4dc577;https://eth.blockscout.com/api/v2/smart-contracts/0xbcc532c6e4786e2c1c1e1fad460a53929f4dc577;https://sourcify.dev/server/v2/contract/1/0xbcc532c6e4786e2c1c1e1fad460a53929f4dc577?fields=compilation,proxyResolution",Verify ownership/related deployments independently. A source name establishes deployed code identity only and must never be interpreted as legitimacy or an official brand association. Copy accepted fields into the authoritative audit only after review.
