review_id,contract_address,exact_bytecode_hash,bytecode_family_id,represented_contract_count,verified_project_name,coverage_status,llm_label,llm_confidence,llm_explanation,evidence_summary,decision,final_label,final_confidence,comment,llm_risk_categories,llm_uncertainties,represented_addresses,bytecode_length,first_observed_block,authorization_frequency,evidence_path,explorer_link,diagnostic_reasons
V2-0282,0x2679e336d94b6de7171b7a493048c73ee426e902,65b646975afbf4ef7f17162715acd94f9cb480b7d9af6e4ffcda99afb11194b0,FAM00016,1,,PARTIAL,R2,low,0x2679e336d94b6de7171b7a493048c73ee426e902: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x2679e336d94b6de7171b7a493048c73ee426e902,13527,25616960,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2679e336d94b6de7171b7a493048c73ee426e902.json,https://etherscan.io/address/0x2679e336d94b6de7171b7a493048c73ee426e902,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0285,0xc6b5f42d15f07099263f876e3832ed2c4a62a56b,6758e6b46d0bca22d8ea18426bb62baa260ff99da99bb41b6d8dc6795736f78f,FAM00016,1,,PARTIAL,R2,low,0xc6b5f42d15f07099263f876e3832ed2c4a62a56b: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0xc6b5f42d15f07099263f876e3832ed2c4a62a56b,13527,25607884,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xc6b5f42d15f07099263f876e3832ed2c4a62a56b.json,https://etherscan.io/address/0xc6b5f42d15f07099263f876e3832ed2c4a62a56b,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0286,0xd6cedde84be40893d153be9d467cd6ad37875b28,688fb69cd6f977a5df75afbd139aabf3c1f55dde7e6143d72659b8b67ad90533,FAM00384,1,ZeroDev_Kernel_v3.3_7702,PARTIAL,R2,low,"0xd6cedde84be40893d153be9d467cd6ad37875b28: reachable sensitive capability whose exploitability is conditional (unguarded_capability_under_incomplete_coverage, unguarded_call_with_unproven_target_control, unguarded_state_write_or_creation, unresolved_proxy_target). Documented as ZeroDev_Kernel_v3.3_7702.","exec=24469B meta=0B; reachable={'SSTORE': 22, 'CALL': 25, 'DELEGATECALL': 2}; unguarded={'SSTORE': 10, 'CALL': 10, 'DELEGATECALL': 2}; guards=110; ecrecover=True; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; a reachable DELEGATECALL has an unresolved (non-constant) target",,,,,unguarded_capability_under_incomplete_coverage; unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation; unresolved_proxy_target,"Control-flow coverage is PARTIAL, so an unexplored region may contain the guard that dominates these sites. Not escalated to R1 for that reason. | Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | A reachable DELEGATECALL has a non-constant target: the code actually executed in the EOA's context depends on runtime state and may be upgradeable. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; a reachable DELEGATECALL has an unresolved (non-constant) target",0xd6cedde84be40893d153be9d467cd6ad37875b28,24469,25595148,1779,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xd6cedde84be40893d153be9d467cd6ad37875b28.json,https://etherscan.io/address/0xd6cedde84be40893d153be9d467cd6ad37875b28,low_confidence; documented_project; verified_source; proxy_or_delegatecall; no_recognizable_solidity_metadata
V2-0287,0x422375f5658e9b17115f639137aace711351fc9d,68b6109c002d30993f3a50035eebbe41108b379ada56a6bb25ab0bc88e9d3662,FAM00063,1,SOURCIFY_VERIFIED_UNNAMED,COMPLETE,R2,medium,0x422375f5658e9b17115f639137aace711351fc9d: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=5184B meta=53B; reachable={'CALL': 2}; unguarded=none; guards=3; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve.",0x422375f5658e9b17115f639137aace711351fc9d,5237,25600206,151,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x422375f5658e9b17115f639137aace711351fc9d.json,https://etherscan.io/address/0x422375f5658e9b17115f639137aace711351fc9d,verified_source
V2-0288,0xb2018f4c5adba7ffc857d4b19d6b6b8efd9dee86,68d53f7d41d26d0c039430310c1f0e3f6d3e460d0736276376ffa2f78cf1f832,FAM00331,1,,PARTIAL,R2,low,0xb2018f4c5adba7ffc857d4b19d6b6b8efd9dee86: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=2395B meta=53B; reachable={'CALL': 7}; unguarded=none; guards=14; ecrecover=False; unresolved_jumps=1; coverage=PARTIAL; coverage_reasons=1 dynamic JUMP target(s) could not be resolved; 1 stack underflow(s) during symbolic execution,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | Coverage is PARTIAL: 1 dynamic JUMP target(s) could not be resolved; 1 stack underflow(s) during symbolic execution | No verified source on Sourcify to corroborate the bytecode evidence.",0xb2018f4c5adba7ffc857d4b19d6b6b8efd9dee86,2448,25637386,22,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xb2018f4c5adba7ffc857d4b19d6b6b8efd9dee86.json,https://etherscan.io/address/0xb2018f4c5adba7ffc857d4b19d6b6b8efd9dee86,low_confidence; label_changed_v1_B_to_v2_R2
V2-0293,0x000000cb3ed5fd4fc79c0bfe2603160412fb117e,6c8c0d917ad29a52da09bda3a2689ccf8bf3851e65d10dc560cfba254b862b92,FAM00009,1,,COMPLETE,R2,medium,0x000000cb3ed5fd4fc79c0bfe2603160412fb117e: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=5504B meta=53B; reachable={'CALL': 2, 'SSTORE': 2}; unguarded={'CALL': 1}; guards=10; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | No verified source on Sourcify to corroborate the bytecode evidence.",0x000000cb3ed5fd4fc79c0bfe2603160412fb117e,5557,25608362,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x000000cb3ed5fd4fc79c0bfe2603160412fb117e.json,https://etherscan.io/address/0x000000cb3ed5fd4fc79c0bfe2603160412fb117e,label_changed_v1_B_to_v2_R2
V2-0294,0x9715e9183074f251aeb9c42bf528169cdfc9e732,6ce12178983f7acc662a557fe74c496ea6eedf6d837d63dd2e9a6f5e4fc1ffed,FAM00016,1,,PARTIAL,R2,low,0x9715e9183074f251aeb9c42bf528169cdfc9e732: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x9715e9183074f251aeb9c42bf528169cdfc9e732,13527,25619934,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x9715e9183074f251aeb9c42bf528169cdfc9e732.json,https://etherscan.io/address/0x9715e9183074f251aeb9c42bf528169cdfc9e732,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0299,0xe8bdb9cdce6a0d8ad1cd3af590bee43bb88114b2,6e0c68f7fe46d32970daa8fbfb358dadb7556bacb76c4643ebb9f46613421232,FAM00226,1,,PARTIAL,R2,low,0xe8bdb9cdce6a0d8ad1cd3af590bee43bb88114b2: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,"exec=24545B meta=0B; reachable={'CALL': 5}; unguarded=none; guards=12; ecrecover=False; unresolved_jumps=1; coverage=PARTIAL; coverage_reasons=1 dynamic JUMP target(s) could not be resolved; capabilities present in executable code were never reached by the traversal: CALLCODEx3, CREATE2x1, DELEGATECALLx4, SELFDESTRUCTx5, SSTOREx3",,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | Coverage is PARTIAL: 1 dynamic JUMP target(s) could not be resolved; capabilities present in executable code were never reached by the traversal: CALLCODEx3, CREATE2x1, DELEGATECALLx4, SELFDESTRUCTx5, SSTOREx3 | No verified source on Sourcify to corroborate the bytecode evidence.",0xe8bdb9cdce6a0d8ad1cd3af590bee43bb88114b2,24545,25621849,14,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xe8bdb9cdce6a0d8ad1cd3af590bee43bb88114b2.json,https://etherscan.io/address/0xe8bdb9cdce6a0d8ad1cd3af590bee43bb88114b2,low_confidence; analyzer_disagreement_present_but_unreached; proxy_or_delegatecall; no_recognizable_solidity_metadata
V2-0300,0xf7e7eee35381ca96afb93563685bfcd125cf8a6d,6eb04904b1eddcca12acf7b5a4672541c71040bd212c3b667606db96997f2c97,FAM00016,1,,PARTIAL,R2,low,0xf7e7eee35381ca96afb93563685bfcd125cf8a6d: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0xf7e7eee35381ca96afb93563685bfcd125cf8a6d,13527,25614793,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xf7e7eee35381ca96afb93563685bfcd125cf8a6d.json,https://etherscan.io/address/0xf7e7eee35381ca96afb93563685bfcd125cf8a6d,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0307,0xf54bd2edd32380d5402e6e8d3b9da8c55e77d8d2,72c8e1b10503cb4b55c8f6168741318d35cb152b467bd88df4c7928194b0f920,FAM00016,1,,PARTIAL,R2,low,0xf54bd2edd32380d5402e6e8d3b9da8c55e77d8d2: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0xf54bd2edd32380d5402e6e8d3b9da8c55e77d8d2,13527,25625059,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xf54bd2edd32380d5402e6e8d3b9da8c55e77d8d2.json,https://etherscan.io/address/0xf54bd2edd32380d5402e6e8d3b9da8c55e77d8d2,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0312,0x69007702764179f14f51cdce752f4f775d74e139,742f760f1278f7ede7ff447b50c91e0e33f576909c14bcb04c0eef8473c677e1,FAM00216,1,Alchemy_SemiModularAccount7702,PARTIAL,R2,low,0x69007702764179f14f51cdce752f4f775d74e139: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control). Documented as Alchemy_SemiModularAccount7702.,"exec=23741B meta=0B; reachable={'DELEGATECALL': 1, 'CALL': 4}; unguarded={'CALL': 2}; guards=31; ecrecover=True; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATEx1, CREATE2x1, SSTOREx11",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATEx1, CREATE2x1, SSTOREx11",0x69007702764179f14f51cdce752f4f775d74e139,23741,25595135,4285,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x69007702764179f14f51cdce752f4f775d74e139.json,https://etherscan.io/address/0x69007702764179f14f51cdce752f4f775d74e139,low_confidence; documented_project; verified_source; analyzer_disagreement_present_but_unreached; proxy_or_delegatecall; no_recognizable_solidity_metadata
V2-0313,0x445b24e7fd218572b62a891b481613bbb71705a3,749e1cec4da6d95241bbcaab9a0f206dd31dbf58df64c87dd88235e680768d12,FAM00016,1,,PARTIAL,R2,low,0x445b24e7fd218572b62a891b481613bbb71705a3: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x445b24e7fd218572b62a891b481613bbb71705a3,13527,25618916,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x445b24e7fd218572b62a891b481613bbb71705a3.json,https://etherscan.io/address/0x445b24e7fd218572b62a891b481613bbb71705a3,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0315,0x21a2e9d532c7b9e5e8b628d32e2cabaa65e146de,7513ce4afe548adbfbb17f3cf7b4333b009902ed21081b4e0e895296937f2ea8,FAM00085,1,,PARTIAL,R2,low,0x21a2e9d532c7b9e5e8b628d32e2cabaa65e146de: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,"exec=24514B meta=0B; reachable={'CALL': 25, 'DELEGATECALL': 9}; unguarded=none; guards=9; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATEx1",,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATEx1; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x21a2e9d532c7b9e5e8b628d32e2cabaa65e146de,24514,25612133,17,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x21a2e9d532c7b9e5e8b628d32e2cabaa65e146de.json,https://etherscan.io/address/0x21a2e9d532c7b9e5e8b628d32e2cabaa65e146de,low_confidence; analyzer_disagreement_present_but_unreached; proxy_or_delegatecall; no_recognizable_solidity_metadata
V2-0320,0x95dc3fb846bee9d5db55147ac98164ea7345781f,75655af577daf99a711e16450350ce9339d7f04d914a5a1ad888894b280bd8d3,FAM00294,1,,PARTIAL,R2,low,"0x95dc3fb846bee9d5db55147ac98164ea7345781f: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control, unguarded_state_write_or_creation).","exec=5298B meta=0B; reachable={'CALL': 4, 'CREATE': 1, 'SSTORE': 5}; unguarded={'CALL': 3, 'CREATE': 1, 'SSTORE': 1}; guards=9; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes",,,,,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x95dc3fb846bee9d5db55147ac98164ea7345781f,5298,25637170,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x95dc3fb846bee9d5db55147ac98164ea7345781f.json,https://etherscan.io/address/0x95dc3fb846bee9d5db55147ac98164ea7345781f,low_confidence; no_recognizable_solidity_metadata
V2-0321,0xd5e58176b06a6a24cba242bbefc9ee1843efb35d,757187fa543db96d705ffb6f7ee7941d06eb163769f57db4697bc9b90e764cbe,FAM00016,1,,PARTIAL,R2,low,0xd5e58176b06a6a24cba242bbefc9ee1843efb35d: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0xd5e58176b06a6a24cba242bbefc9ee1843efb35d,13527,25612848,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xd5e58176b06a6a24cba242bbefc9ee1843efb35d.json,https://etherscan.io/address/0xd5e58176b06a6a24cba242bbefc9ee1843efb35d,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0322,0x00000000383e8cbe298514674ea60ee1d1de50ac,75b422aecf83c392d3de826afab13396d27fbf1f168a00d085e40fc8bf615a18,FAM00004,1,,PARTIAL,R2,low,"0x00000000383e8cbe298514674ea60ee1d1de50ac: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control, unguarded_state_write_or_creation, unresolved_proxy_target).","exec=23452B meta=0B; reachable={'CALL': 26, 'DELEGATECALL': 6, 'SSTORE': 17}; unguarded={'CALL': 6, 'SSTORE': 7}; guards=117; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; a reachable DELEGATECALL has an unresolved (non-constant) target",,,,,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation; unresolved_proxy_target,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | A reachable DELEGATECALL has a non-constant target: the code actually executed in the EOA's context depends on runtime state and may be upgradeable. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; a reachable DELEGATECALL has an unresolved (non-constant) target | No verified source on Sourcify to corroborate the bytecode evidence.",0x00000000383e8cbe298514674ea60ee1d1de50ac,23452,25595261,130,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x00000000383e8cbe298514674ea60ee1d1de50ac.json,https://etherscan.io/address/0x00000000383e8cbe298514674ea60ee1d1de50ac,low_confidence; proxy_or_delegatecall; no_recognizable_solidity_metadata
V2-0326,0x81b9267c7d457dd4efbcfa19c5bf7b2e0ddc1047,767f272ef2e3bbe17519700dfca976c88159468c6000cd1b9d2758ace74d63b4,FAM00016,1,,PARTIAL,R2,low,0x81b9267c7d457dd4efbcfa19c5bf7b2e0ddc1047: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x81b9267c7d457dd4efbcfa19c5bf7b2e0ddc1047,13527,25613155,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x81b9267c7d457dd4efbcfa19c5bf7b2e0ddc1047.json,https://etherscan.io/address/0x81b9267c7d457dd4efbcfa19c5bf7b2e0ddc1047,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0330,0xe2c04793ba0ad6779028f7b0e1aec131047aa50b,784dfca2f537334ce1cbcc444eeb2bc578318e1771930e37634665f4e70e7daa,FAM00402,1,,PARTIAL,R2,low,"0xe2c04793ba0ad6779028f7b0e1aec131047aa50b: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability, unresolved_proxy_target).","exec=10741B meta=0B; reachable={'CALL': 18, 'SSTORE': 29, 'DELEGATECALL': 1}; unguarded=none; guards=29; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; a reachable DELEGATECALL has an unresolved (non-constant) target",,,,,guard_dominated_sensitive_capability; unresolved_proxy_target,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | A reachable DELEGATECALL has a non-constant target: the code actually executed in the EOA's context depends on runtime state and may be upgradeable. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; a reachable DELEGATECALL has an unresolved (non-constant) target; metadata trailer not separable (executable_fallthrough_into_metadata_possible); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0xe2c04793ba0ad6779028f7b0e1aec131047aa50b,10741,25603878,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xe2c04793ba0ad6779028f7b0e1aec131047aa50b.json,https://etherscan.io/address/0xe2c04793ba0ad6779028f7b0e1aec131047aa50b,low_confidence; proxy_or_delegatecall; no_recognizable_solidity_metadata
V2-0334,0x9b783aff9a7ea3170556d6a33baa8170de0806e2,78fdaa62d4668e5273f73bab8feebf48cc2f66898cfacf8cf15718f997866fbc,FAM00301,1,,COMPLETE,R2,medium,0x9b783aff9a7ea3170556d6a33baa8170de0806e2: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,exec=3786B meta=53B; reachable={'CALL': 9}; unguarded={'CALL': 1}; guards=6; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | No verified source on Sourcify to corroborate the bytecode evidence.",0x9b783aff9a7ea3170556d6a33baa8170de0806e2,3839,25597846,2,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x9b783aff9a7ea3170556d6a33baa8170de0806e2.json,https://etherscan.io/address/0x9b783aff9a7ea3170556d6a33baa8170de0806e2,label_changed_v1_B_to_v2_R2
