sample_id,label,family_id_theta,fold_id_theta,max_sim_to_train
bnb:0x71763c17539c9fd1a03aea4b663280d0aba2b54e,1,F00232,3,0.8515625
bnb:0x29ebaef0b56994fdc2a90eb4a3264de60d9e7eea,1,F00027,3,0.8515625
bnb:0xbc9d76a8e2a2da2113936a9cb8f18a22109173c1,1,F00233,3,0.6640625
bnb:0xb878a41ec78d68d4f108a2f1761f6752087290bd,1,F00001,1,0.78125
bnb:0xe3efd49fda6027ec440d35aabb63fa719582c5b9,1,F00232,3,0.890625
bnb:0x29ada5cb7589c186494f7eb717c26e10a54d5257,1,F00107,3,0.890625
bnb:0x73822de9de838b1c85deee3d884bf47c2e33c8a0,1,F00234,2,0.828125
bnb:0x9b14cc8956a09e6e8e56b1ca1e4600183ef00c26,1,F00235,2,0.5390625
bnb:0x9ae6a30440360ada91d98366d4fd6bd59501dbb1,1,F00008,0,0.8046875
bnb:0x6c0ce05b0fee958c2f471ca1721964170a1c5a96,1,F00119,2,0.640625
bnb:0xbef30ef0d9e7d9ca0689d2b6b7ca037e9e9733c4,1,F00236,2,0.8671875
bnb:0x92ece332466b30af32980a59461c8a0f018caf68,1,F00022,1,0.859375
bnb:0x02460b655f84e7627da0793e0bfbb352685a7177,1,F00237,0,0.8984375
bnb:0x15ccc8239d47786e459cec83605a1d85d62fec63,1,F00169,4,0.7578125
bnb:0xb73127ab1612af6ef68a6729786ed223cb7ec530,1,F00114,0,0.46875
bnb:0xa4d3ba32d2dcdc49af4e1f220707a5023cb93e9e,1,F00238,4,0.8203125
bnb:0x03a8d2383c83660b426adac7c078df2ce341812c,1,F00006,4,0.828125
bnb:0xc0403282ba280a6670f469c136aaad86b780e098,1,F00006,4,0.828125
bnb:0x8efe81101b585e214feaa98d455ae20396093085,1,F00008,0,0.78125
bnb:0x01808003e43a662a25718e31dc3b7ac5c99d9f84,1,F00239,3,0.7265625
bnb:0x06700e925d9c06b906fba94cb0c6b4c6fbafd5e8,1,F00006,4,0.828125
bnb:0x02481dc7b012fa24de427cc9f365037781af72ac,1,F00240,2,0.7890625
bnb:0xc4d6d0b69b0a20b43cea9adfa2c3fa8b91e71387,1,F00241,1,0.765625
bnb:0x50507dde95eff03d6bd7f95d68702d80a4fcef28,1,F00242,0,0.6015625
bnb:0xe7fddab0b8be9a67a12f9a147a6bbce2e9a47cd2,1,F00243,3,0.890625
bnb:0x14d73d9718e6395261d2971416118ff71186e94f,1,F00142,2,0.609375
bnb:0xf982fb9f675b18eaf4b13bcf07250ce537516a57,1,F00244,4,0.8671875
bnb:0x4097b37251d43616b6aca60ff718386fc68f8f1b,1,F00243,3,0.875
bnb:0x05193469cf5fd50716a6b1c4a9b7da70b1077c63,1,F00068,4,0.84375
bnb:0x5a610ddf877f986dfb47f5371aaf15c5914580f5,1,F00245,4,0.6875
bnb:0xc8c881d2166d9ed2cd7f4cb257dc6448b4251fe7,1,F00246,3,0.7578125
bnb:0x89046d34e70a65acab2152c26a0c8e493b5ba629,1,F00008,0,0.84375
bnb:0xebad31cfd57a019c87b93cb28427be5ec384d022,1,F00247,2,0.6953125
bnb:0x5aa3249939dfb69589ae5beabbbf89fe7c7d70f0,1,F00217,2,0.890625
bnb:0xb7f7d6714134a313799988b4f160f05d3caf0487,1,F00248,1,0.65625
bnb:0x92fedc9677f7f580e78d5a54bdf7f1d8e60787af,1,F00006,4,0.828125
bnb:0xea5215c62627ed32e96c0d8ff33795f327c8d91c,1,F00008,0,0.7890625
bnb:0xb43df2461af71eacad3aeb092b7487758ad4587b,1,F00025,4,0.7109375
bnb:0x0000013e81b16d6f369a3376cb38381c06606ed8,1,F00040,2,0.890625
bnb:0x895013bd5e4dec7df9ac9aa3d56e3764c625bdf3,1,F00026,2,0.1953125
bnb:0x863cf72e70c2e6ae47078ea8b4e135a4d350572f,1,F00025,4,0.6796875
bnb:0xcda1d9346080f6bafef0225d3c364df544cad1d1,1,F00036,3,0.53125
bnb:0x50959e91658e3fb59512418a3558c933ac769bfe,1,F00249,4,0.7578125
bnb:0x1a0cd42ba3be5dba1026c35e6f39c70a401bfeb1,1,F00220,3,0.578125
bnb:0x00000000007047538007de9dd86921f8992ba638,1,F00172,2,0.375
bnb:0x0b9bbce087a6908f5f5e0a79f45055c3e8a84b33,1,F00250,1,0.859375
bnb:0xe6827c2a2167bffbf84fa02d94a4d25668434313,1,F00025,4,0.7109375
bnb:0xfd8517f1123f8e48de9234c516e9ef9c54c706c8,1,F00050,3,0.8828125
bnb:0x5fd063ebe57c6e32204b92f00bde129f4665cfc6,1,F00007,3,0.796875
bnb:0x5dd1bb746a75d3fe4bda877ec0d2122f73fb2a12,1,F00251,2,0.7109375
bnb:0x09b917c2ed6efa27a4b6395d72c584b9ce355a40,1,F00252,0,0.65625
bnb:0x1d6a7461bebf5b56ec7d194291bcb3bc8407b612,1,F00253,4,0.671875
bnb:0x57bb9b8190048d8edacbcce9d7f1aa4dd057f328,1,F00254,3,0.8203125
bnb:0x8e7f4b8e98c93d62888bf54bc174de79da134f30,1,F00011,0,0.625
bnb:0xc0606a611592ec163835e96eea5c0c4cb101a7d8,1,F00025,4,0.6796875
bnb:0x45cf19a84fe2215c706babe386200a9ac7281583,1,F00124,0,0.765625
bnb:0x0d4aec93951384e02f3fea19f886959d59bed848,1,F00001,1,0.828125
bnb:0xc65961498dcb1d9711a27e6e386e6c7ba28592f3,1,F00048,2,0.8203125
bnb:0x56697798327bdd76b50274717d2936cd398959dc,1,F00024,2,0.6640625
bnb:0x1c20c0a514635fb66001e189db1f2ea263d6cec0,1,F00007,3,0.796875
bnb:0xd2dd1f0f47983007741a3665922218988a4aa323,1,F00044,0,0.8515625
bnb:0x3bab9bad9488f9b635bf5b6bcecabf53914eb4d7,1,F00078,0,0.890625
bnb:0xd02bff2e76ac896ee89081ec615cb71159564bfb,1,F00029,3,0.609375
bnb:0x5baacb1a8b069c3ad2908381c2a5b6c053902be9,1,F00016,4,0.6328125
bnb:0x01e491a7c662f871d1540a926ab5c795280e21ef,1,F00006,4,0.828125
bnb:0x53479b5102f2aca800275152e801f2e638f5e8c0,1,F00068,4,0.8203125
bnb:0x03f399f513ecc7e4a19e68be44997a6864506d4a,1,F00222,4,0.8984375
bnb:0xef99fc5bd1de62fd410cba408d822beeb01fe4d3,1,F00142,2,0.609375
bnb:0x32ee3edc8f1f0ea479fb22600cdbd4530f48698e,1,F00001,1,0.78125
bnb:0x09ad818185b9b9b2f378ce3c22ae30ffe3a93e20,1,F00006,4,0.828125
bnb:0x49ae5ea1b5475d803644d795524a7058ac8eba40,1,F00236,2,0.8671875
bnb:0x4c3cbefca37d73459bfd95561382d513c440ae84,1,F00019,1,0.8671875
bnb:0x5127b7b8bb69efa1f95185df900588b2572dd0d7,1,F00243,3,0.8671875
bnb:0x2f44a3cf6e8af3f3fb483b07e590e20ed6af7a93,1,F00102,3,0.8125
bnb:0x0dd61275ecd8666b3bfe77ff1ce17a98b542caad,1,F00028,1,0.875
bnb:0x35e1cfac4db5ed6c43d264f5ac13420ff62bb7e8,1,F00256,2,0.765625
bnb:0xd51d2e6c8f3adf188cb71025226a3a12ef490f41,1,F00044,0,0.8515625
bnb:0xddf871129cf4a7c377bc255276b7ea71765929c5,1,F00035,1,0.7890625
bnb:0x7bbd933c24536c7ae7f85040f658ef0ffe602805,1,F00257,1,0.6953125
bnb:0x31740aeffb40bde20890282cebecd36c9b006323,1,F00035,1,0.8046875
bnb:0xb80568899c6e33e7b31b4fc371ee6b4a78bc153d,1,F00001,1,0.828125
bnb:0x6058ca7c42ffe46bc07208dc58a2ff7f772f24d9,1,F00258,0,0.875
bnb:0xc20b8ac83a28e4c93e9392304781a19409868e04,1,F00259,4,0.5078125
bnb:0x34e94eceb0cfc0c248106044468db4258eaba4cb,1,F00260,3,0.703125
bnb:0xc99f40a9c952ce7e29e2f8b6c7461cdb60c1b54a,1,F00025,4,0.6796875
bnb:0x06fc3a599f2b2b535d3e9b32092a64a00324633b,1,F00208,0,0.8828125
bnb:0x7543d5c7417fde1b7e2b1d12f7ec77a8fa0d7e7c,1,F00011,0,0.65625
bnb:0x81865d4b8db0f1bd3e710e92c6a36463ff7a0e54,1,F00068,4,0.8359375
bnb:0xac8bd2651a6a366eb036aff84d984586f800cee1,1,F00008,0,0.78125
bnb:0xb0ae13b8a9a793882c616653d4ab034a92e5f047,1,F00261,2,0.7421875
bnb:0xa727b99c22db32da326fd2ed00bd98c5533f0784,1,F00025,4,0.6796875
bnb:0xf80de35450e4261b30de7437645a1581380dfef5,1,F00119,2,0.6484375
bnb:0x77896bc724e7a7c5fc6f5a887e324bfdbe39386c,1,F00243,3,0.890625
bnb:0x0000ee48d8540fe16c7e421fd6e61bdecb2748d7,1,F00014,3,0.890625
bnb:0x4351d1bec873130a0217be62646c9ce73c814720,1,F00061,3,0.8984375
bnb:0xef7b31f45b19ffef6f1ff5ae684b78b1a86c1c0c,1,F00002,1,0.875
bnb:0xec41cb5e3a0fc49fd01b2489c892f406a5a46200,1,F00236,2,0.8515625
bnb:0x500e069c7f399fb6ef8608bded619b97a0d4fbe9,1,F00243,3,0.890625
bnb:0xfd621952b4f7a6887220b3488d849cec3168c138,1,F00008,0,0.8046875
bnb:0xcc13036b62790048f20d4bf95b28a028916853f5,1,F00262,2,0.8671875
bnb:0x9b5a419dfa37301323062aefe9e570a1231e8168,1,F00263,0,0.765625
polygon:0xff02c0c9644e519256b0e03e19f41793e9c0624f,1,F00035,1,0.796875
polygon:0xbe418496bbabae7465a716d1a407bd904d5064fd,1,F00022,1,0.859375
polygon:0x9da0b102317bae7d61588510c699f3a4e387e7db,1,F00026,2,0.1953125
polygon:0xbae7cebaa80fb48647a5921c3ff91b8b1d341a11,1,F00026,2,0.1953125
polygon:0xc33a8e3f7bde1d49818d997ec218b14aac14e69d,1,F00027,3,0.859375
polygon:0x93c1bfc95c20d212c85c6bbc74bd339b3c0086da,1,F00061,3,0.8828125
polygon:0x9c30b56d5d41d27e2f6c8b8a43f6ad5f0033b714,1,F00071,2,0.75
polygon:0x895013bd5e4dec7df9ac9aa3d56e3764c625bdf3,1,F00026,2,0.1953125
polygon:0x82e5a36516775c62b91e9a2aa3446c28418424f7,1,F00016,4,0.625
polygon:0x05da85647d868754929744623538c075e1061311,1,F00071,2,0.7421875
polygon:0xc57a8d27297d19322ff8f3b9991039bed5ec70f1,1,F00054,1,0.6328125
polygon:0x22c620b031cab3c23b135b2c7c6f8fa22fed77f9,1,F00114,0,0.46875
polygon:0x32ab10ebca6121659e41d7caa364147d87ebd74e,1,F00026,2,0.1953125
polygon:0x2d5a97805e8b0e3492a7995bc3015ff0b8940fa6,1,F00071,2,0.7578125
polygon:0x2bcb2988af08bdd46165b76abff766f87eb9b9bc,1,F00251,2,0.71875
polygon:0x3427012d72b11e5a091085266ce96a9e0295913e,1,F00051,4,0.875
polygon:0x000005d2c018e5146489b81e850cf3c31260bd97,1,F00043,0,0.7109375
polygon:0x488e495c0dc76fac7b224559ec8a5a511973c592,1,F00035,1,0.8046875
polygon:0xcedb9f87a3cd62e343c54722ca60053428c32362,1,F00026,2,0.1953125
polygon:0xf69c361767299cb1de1e215d83c2f8ecdc5220d3,1,F00054,1,0.640625
polygon:0x0dd61275ecd8666b3bfe77ff1ce17a98b542caad,1,F00028,1,0.875
polygon:0xff02bb0a44881b8496b932d0a2c1fce0e206c88d,1,F00026,2,0.1953125
polygon:0x4e9e97da05346eff2e2c8cb0ed6c355a44119b91,1,F00035,1,0.796875
polygon:0x3e45da015a43090bb75f52470c19e1e3909bdc19,1,F00050,3,0.8828125
polygon:0x97f6c7f4110afe7dd51d987ee1fa03f01c933834,1,F00264,4,0.7734375
polygon:0x3a039346452abc1167bcb05a4dea2f467fcdce4d,1,F00026,2,0.1953125
polygon:0x2ffe7657665bb3ac0ea5535cae90848ab5c96e30,1,F00026,2,0.1953125
polygon:0xabf688faf8aa042b4b75dddfbd15d1eb423617a2,1,F00035,1,0.8046875
polygon:0xd4ab05da29001b7faa97a21fa0eecc21b1f27b37,1,F00071,2,0.75
optimism:0x5af42746a8af42d8a4708df238c53f1f71abf0e0,0,F00749,4,0.3359375
optimism:0x260f016cddae026c5cb6d9efbf074bf78e3b5e3c,0,F00750,3,0.8984375
optimism:0x705260323b8632741fa9a72a81e4eba9d4983668,0,F00751,1,0.8125
optimism:0xf7178d93726b82ef065af16f7d526906b545c702,0,F00035,1,0.7890625
optimism:0x9170a99829be1ad5045a7b5f7f674d7a61ef9220,0,F00752,0,0.53125
optimism:0x8664f02986fa6e8782141889174e031458915528,0,F00753,3,0.8203125
optimism:0x81c531d88f21d619c981a1e9cbf254c22f6a9bd7,0,F00752,0,0.53125
optimism:0x3acd6c0028784d800e3830d2f6dcec232e540444,0,F00754,4,0.8203125
optimism:0x80022f626d336fe6a454aad472d01a58c9000cc8,0,F00755,4,0.75
optimism:0xd924ac02bc01c633d097f52b5cecb8e0eb11fcc0,0,F00757,2,0.65625
optimism:0x723164b04980486a3512b24148c3a744e24e1caf,0,F00007,3,0.796875
optimism:0x80296ff8d1ed46f8e3c7992664d13b833504c2bb,0,F00759,0,0.8671875
optimism:0xc335573064da565c2d8d45cdb6a47da8b71abe6b,0,F00760,1,0.8984375
optimism:0xed2fcab2e8e7d5c1fc4a4a7b820e6d4f6afb6807,0,F00761,3,0.53125
optimism:0x9a53ec70c59cf39654714f24fba2d94281fb779c,0,F00762,0,0.8828125
optimism:0x741023e4748aaa596644f2653e13fd01eb73830d,0,F00763,2,0.6796875
optimism:0x6e7d9f4216863db4289206a7ed51f67846d8fd3d,0,F00764,3,0.5546875
optimism:0x9fba04be2552465dcac9ccf15816f79fbf8865ba,0,F00762,0,0.8671875
optimism:0x41b3e11d7c26b344abc34b660859f345eb63f657,0,F00752,0,0.53125
optimism:0xa1fdd934a977898b72ddbfbec5525e266b7e9991,0,F00765,0,0.8203125
optimism:0x3f5ad6d54769e78414acc527e6bc41e6f753dbbf,0,F00752,0,0.53125
optimism:0xd3ee93e481a684dddf7b1d768a62ce39c27dce5c,0,F00766,4,0.5078125
optimism:0x30ad58087d32201368f2e6ee8dcb70a06f809374,0,F00767,0,0.8671875
optimism:0x0d814d383109d7de13faf87c37de001d4250cfe3,0,F00768,4,0.78125
optimism:0xeb5bd3d87bdf15a8d618af50e1ed0da020d6cdb8,0,F00757,2,0.6484375
optimism:0xe8459b638ec42ab8dec25dcebe8e1114fbbcade7,0,F00752,0,0.53125
optimism:0x9628d84fd8d751823dae20e02da34ca99ea6dc83,0,F00770,1,0.8671875
optimism:0xe0cb9e99bc79df613cc6a28f9d4b51c0a4285a09,0,F00035,1,0.8515625
optimism:0x6b90faf6d634ede2e56c024a9b852a9607a5c7bf,0,F00772,3,0.8203125
optimism:0x57678b37823e47b13c17cab41b1e9c264c9d93a3,0,F00773,3,0.8046875
optimism:0x29a58e0f47adeb1af7328a55c86f21714b3b61be,0,F00752,0,0.53125
optimism:0x69f3814cd453980531e3f089448b11ec2ef865e6,0,F00035,1,0.796875
optimism:0x5f4a0ba0820de5b2449b142a699bf8359e3ec148,0,F00774,3,0.796875
optimism:0xe773b9c5a533eb7c596ac012206ddcbfb069f190,0,F00762,0,0.8671875
optimism:0xa362ee2b5b0ae2b1083533b88d9c300c46249cb0,0,F00774,3,0.828125
optimism:0x96dbfc5474e20ab6632c468e540fcbe433e9b0b7,0,F00775,4,0.1796875
optimism:0x49483bbb77fc30abf70b9cfbc1173b24b67dc877,0,F00776,2,0.890625
optimism:0x85066ff3eebdfe55441c2eda19f833c476f05e7a,0,F00777,0,0.4765625
optimism:0x2cf5105db667bf77e11574a411e7e6db9bd74d3d,0,F00778,4,0.8125
optimism:0xb8f818057d51f8d53d940f152befd86e671cebba,0,F00762,0,0.8828125
optimism:0x90dff32b896bdf35f7ed676fde503b66876aeac1,0,F00752,0,0.53125
optimism:0x560ecd3352a484df453896f0e2b9f36b6bfd014f,0,F00779,1,0.765625
optimism:0x3ad9c4435d6b411c3abd7703d3de9320a2029b8d,0,F00776,2,0.890625
optimism:0x4f437dd0ae5f58612fd2555aadd9c2268d0deda6,0,F00752,0,0.53125
optimism:0x41580c802bb83bf28a2f3e2a4f26c6dc2054d074,0,F00752,0,0.53125
optimism:0x19d353b172df307b13a6946ae685d7873b83d241,0,F00781,2,0.8203125
optimism:0xa36a28b1e5f448665cd6fd17de69fc6f3c453899,0,F00765,0,0.8203125
optimism:0x6f1fea1154caa3db86db53d070cf38996892dc9c,0,F00752,0,0.515625
optimism:0x8f653d509d4e270f314acf3cd71d763f167204cc,0,F00783,4,0.7890625
optimism:0x5e7a27618e8850b8a9696a46bd09d2c8a0902ccf,0,F00785,4,0.21875
optimism:0x51f75811c0d1be8b5aa8fa9cd6b6425ede3a125b,0,F00786,1,0.5390625
optimism:0xbf301fb1758f9003401b702f667aed515c2d4206,0,F00776,2,0.890625
optimism:0x63c0c19a282a1b52b07dd5a65b58948a07dae32b,0,F00265,0,0.296875
optimism:0x49732704d807671490868e384d633ca7ef7a4268,0,F00787,0,0.453125
optimism:0xcd3ca48e3dca2d5b5969a4fa490e9b569be90aba,0,F00788,2,0.34375
optimism:0x07da0676ecfbc565dfe1c7ced7ded914df07a97a,0,F00789,1,0.5390625
optimism:0xa80289c92f73a21182187786a8c6e36f2330f9cb,0,F00774,3,0.8203125
optimism:0xfdf5cc9d44570fa424301b46471ca395fb0ee0a2,0,F00760,1,0.8984375
optimism:0x4c115b22e12a31ec89f942b9f51daf4ee2b7c349,0,F00790,3,0.8984375
optimism:0xdb90e77f9784757f2f37ccce755894ecf5a67587,0,F00791,0,0.375
optimism:0x28639705cdecf145feb7380f28dcc9b53a023b31,0,F00792,0,0.8984375
optimism:0xa049428465b022d4179b8d587e5e24080fdc4471,0,F00751,1,0.875
optimism:0xa238aa367874f84a1fa5c7bae0e30d5cdc39095d,0,F00793,1,0.8828125
optimism:0x6de5fe23be1ae6793c795449b08945adec8a5cce,0,F00794,2,0.84375
optimism:0x1397604ffffa3cdeb19404dbc535c45aa6b1c36f,0,F00762,0,0.8828125
optimism:0x3d8dd3cc0c248ea131c95e78005a53ac879a9afa,0,F00795,3,0.1640625
optimism:0x6cd575da80915f273f60ec168732b05ae42bea82,0,F00796,3,0.84375
optimism:0xd28fa30a9fbd587169d9d4b79bbe903a5c712122,0,F00797,4,0.7734375
optimism:0x7785a22facd31db653ba4928f1d5b81d093f0b2f,0,F00798,3,0.5390625
optimism:0x8064c8b8f3e1084fd58402359f8dcc793b52d478,0,F00774,3,0.8046875
optimism:0xe6cae83bde06e4c305530e199d7217f42808555b,0,F00800,2,0.8125
optimism:0x0e87df6347b64bc9805804ac625356197e83a125,0,F00801,1,0.8828125
optimism:0x38256ba4e0744b269cdedfcd8d42fa928942e530,0,F00762,0,0.8671875
optimism:0xaa56ae79d975407767f9639a34f81ac0da5d1f29,0,F00774,3,0.8203125
optimism:0xdaa9d70e1d510ec23c695d21f23a1bd8b2a2401f,0,F00762,0,0.8828125
optimism:0x4edf0bad7c7f8bdc92d7afe6afd9089d1eaf6889,0,F00762,0,0.8671875
optimism:0xffc39760990e55229fb040a37e58377c578e9732,0,F00785,4,0.21875
optimism:0xe57d5e65af6afc9bb5b90233c5eddba6d8d949db,0,F00787,0,0.453125
optimism:0x94c795edfe3ae83acb91964627ed59e00c50f6d8,0,F00774,3,0.828125
optimism:0x41b5bc7405485e96170e5a39333097b1eea4adf7,0,F00803,4,0.7421875
optimism:0x57dfa86f2db36df9def1b7810f08e2063a7ec6c8,0,F00796,3,0.84375
optimism:0xb5081014349690b8366c5064fafc7e86734ad2a6,0,F00762,0,0.8828125
optimism:0x07926b8fbfddf09cd66a7fcdc2b224b8482e6690,0,F00804,2,0.8828125
optimism:0x5a77f0dfc729700300c22e7b0111a5cfbc32431b,0,F00805,1,0.6640625
optimism:0x57b9c2601a527bc5470e61ec1b31dfa8ff29eb08,0,F00806,1,0.640625
optimism:0x04d86785567104ef2b122ee55ae88fcb2417be60,0,F00765,0,0.8203125
optimism:0xd9d68430e254d66d1d7309fc28aa26740be8c82c,0,F00774,3,0.8125
optimism:0x8c107ef0d256ab4daad8d4b41a9b61e338e28dac,0,F00752,0,0.515625
optimism:0xa9dcf0d44ae33cb1e0b56a19a0aaf01bd3414278,0,F00762,0,0.8671875
optimism:0xc6a5f1570b306e1cfe203e1ecc57d400a67bedd0,0,F00776,2,0.890625
optimism:0x988185b2378fe889c886c5fac2aad069240d8a43,0,F00751,1,0.875
optimism:0xd0f210c83b4b3ebf75efd8e2654c75c29451763f,0,F00048,2,0.8125
optimism:0x05e3695d4aff3a53e85eb28099760ab4dfe5f3ef,0,F00809,4,0.6796875
optimism:0xea8a191d40483e1c9918937453f42e2e1af63fd6,0,F00810,4,0.6953125
optimism:0xa6b325a8ba148e17c5e420fd41714cfea5c9938d,0,F00754,4,0.765625
optimism:0x4f75076caba0dec697ae025bc407313bc3316b43,0,F00751,1,0.8125
optimism:0xe6110f19ff2d645699047721cd391f174d846f61,0,F00810,4,0.6875
optimism:0x4f70dc53b51eea0febc78f3a2f841ed34bfd0a43,0,F00785,4,0.21875
optimism:0x5cf14fbc2c6445203647bf14b2c16ab6f188db89,0,F00811,0,0.40625
optimism:0xab747decdd1c51c3abea8a8c91ea4e4a089abe8e,0,F00812,3,0.59375
optimism:0x7f4c01c0909f010b1ac48b276cccb09006884b70,0,F00813,3,0.7109375
optimism:0x05fdd3a5c485975166cd696e266a410101fb3fca,0,F00785,4,0.21875
optimism:0x312a7608cfead92bb39e7c42fc86e9c9353684cd,0,F00752,0,0.515625
optimism:0x5649675d7bfe2895a0d808c8c7f2b5294e61c903,0,F00785,4,0.21875
optimism:0x9a5c715f5e4201964ab3756d531f5eb97dd799d8,0,F00762,0,0.875
optimism:0xccf0f30fcdfa2ec0ff175bbaada2e2591cfb9cef,0,F00776,2,0.890625
optimism:0x3aa305a19bfba6f2e3c82efc5561b2671831f0c7,0,F00815,1,0.890625
optimism:0xae835d5b41e9c4fa415ce5e579365555aa60f3d9,0,F00816,0,0.671875
optimism:0x3cdb63427e348acf16284a698fdeac9fde73756a,0,F00762,0,0.859375
optimism:0x3d1f024f6c49677ea0fd0289bac10309f8092563,0,F00035,1,0.7890625
optimism:0x58ab3381fd9a28eb3f5805c25932102c395e59c3,0,F00818,0,0.8046875
optimism:0x4424a606dc19c7cab04c6c0f08d943b41072e43b,0,F00759,0,0.8671875
optimism:0xca11bde05977b3631167028862be2a173976ca11,0,F00819,2,0.890625
gnosis:0x5a77f0dfc729700300c22e7b0111a5cfbc32431b,0,F00805,1,0.6640625
gnosis:0xaf7a472f8833458e25e8dbd6f58f69451cb3eef0,0,F00751,1,0.78125
gnosis:0x5f276a08efd2e8116888496e9288282ed9a68e1c,0,F00821,0,0.7265625
gnosis:0xc60ef4800d224aece984aeae36f32d5476b400a0,0,F00822,1,0.15625
gnosis:0x57678b37823e47b13c17cab41b1e9c264c9d93a3,0,F00773,3,0.8046875
gnosis:0x972e18a120b3e9b185c2db08be666933a35923d6,0,F00824,0,0.5234375
gnosis:0xf7178d93726b82ef065af16f7d526906b545c702,0,F00035,1,0.7890625
gnosis:0xe448be644d5055986c6a74000163aee9181c6818,0,F00035,1,0.8046875
gnosis:0x6e7d9f4216863db4289206a7ed51f67846d8fd3d,0,F00764,3,0.5546875
gnosis:0x58ab3381fd9a28eb3f5805c25932102c395e59c3,0,F00818,0,0.8046875
gnosis:0x0e014878ddaefeba799ebf71e0e3750919e24c08,0,F00774,3,0.828125
gnosis:0xca11bde05977b3631167028862be2a173976ca11,0,F00819,2,0.890625
gnosis:0xab747decdd1c51c3abea8a8c91ea4e4a089abe8e,0,F00812,3,0.59375
gnosis:0x0777caf26e9df4bdf2fc237b864a0c9d18b0062c,0,F00774,3,0.8046875
gnosis:0xafa66520947501c1aaa4c620ce8ca7f8c86b4cd2,0,F00751,1,0.78125
gnosis:0xae0896995ccba596b29acc961a617e65c737ea75,0,F00825,1,0.3984375
gnosis:0x920f60d5f588aa898ad08ac9ca51d44fcdbd3e2b,0,F00035,1,0.8515625
gnosis:0xe6cae83bde06e4c305530e199d7217f42808555b,0,F00800,2,0.8125
gnosis:0x3e92ca8fe79fb2fa1053ea269e1b315966d00ba1,0,F00774,3,0.8046875
gnosis:0xe4e49868adf7118960c7d038964c21f62e615afe,0,F00826,3,0.5234375
gnosis:0x19d353b172df307b13a6946ae685d7873b83d241,0,F00781,2,0.8203125
gnosis:0xa362ee2b5b0ae2b1083533b88d9c300c46249cb0,0,F00774,3,0.828125
gnosis:0x96dbfc5474e20ab6632c468e540fcbe433e9b0b7,0,F00775,4,0.1796875
gnosis:0x63c0c19a282a1b52b07dd5a65b58948a07dae32b,0,F00265,0,0.296875
gnosis:0x6c0ca246dda3ef35ee79862cac0c5a59baa34116,0,F00809,4,0.6640625
gnosis:0x98f086013854144c61c5e776f12fd5437ee5519b,0,F00035,1,0.796875
gnosis:0x387e4bda692aa4c9b4147c9a3c2ee8c7c846a8af,0,F00827,4,0.625
gnosis:0x68e22002235022dfa77b8f9511a1b51799deb7a1,0,F00828,2,0.84375
gnosis:0x57b9c2601a527bc5470e61ec1b31dfa8ff29eb08,0,F00806,1,0.640625
gnosis:0xa4746af5c70bd6bc40911edcc29f43bd5e39b89a,0,F00829,0,0.890625
gnosis:0x762145d7f7ad0a02d02be46960a6fb68cb434be8,0,F00779,1,0.765625
gnosis:0xd28fa30a9fbd587169d9d4b79bbe903a5c712122,0,F00797,4,0.7734375
gnosis:0x10e8540b6ee2d52fe2c57d876bd830cbc9b0e366,0,F00830,3,0.0
gnosis:0xaa56ae79d975407767f9639a34f81ac0da5d1f29,0,F00774,3,0.8203125
arbitrum:0xbeebf53e5aeb0c1116202b678e664e44eab01afa,0,F00787,0,0.453125
arbitrum:0xcf0004ddc047e22a2bb14c93368638dd43512d94,0,F00831,4,0.34375
arbitrum:0x6e7d9f4216863db4289206a7ed51f67846d8fd3d,0,F00764,3,0.5546875
arbitrum:0xd33a3c37e11477345f7b267fc5f93a0dea9efa4c,0,F00832,3,0.703125
arbitrum:0x111111677601ec955b89f68c2e4399ddb5a46f39,0,F00833,4,0.53125
arbitrum:0x1a24d3e6633c1f32026c04d07c04b7da5a3afcad,0,F00834,4,0.734375
arbitrum:0xfe3db3cc52ac078a5f458b0d7cf81c941e8d4aaa,0,F00835,0,0.640625
arbitrum:0x934f61e33f3f413f9541d2dd88a453e844d15883,0,F00774,3,0.828125
arbitrum:0xca11bde05977b3631167028862be2a173976ca11,0,F00819,2,0.890625
arbitrum:0xb8f818057d51f8d53d940f152befd86e671cebba,0,F00762,0,0.8828125
arbitrum:0xb2f82c75295313ae9756f8800fce36541570e469,0,F00836,1,0.4765625
arbitrum:0xbdcf8bf33c0736807767e58fcb253e8846100ad7,0,F00774,3,0.8125
arbitrum:0x5a77f0dfc729700300c22e7b0111a5cfbc32431b,0,F00805,1,0.6640625
arbitrum:0x1228c327251fc03922ab7da10cec28bbfaf023cd,0,F00837,3,0.875
arbitrum:0xc33cd8f17ca92337cdb6bc77f5e2b02bd38c0463,0,F00804,2,0.875
arbitrum:0x51f75811c0d1be8b5aa8fa9cd6b6425ede3a125b,0,F00838,2,0.4765625
arbitrum:0x0835d88d466df00356d48c9e767c1514b4edc7a8,0,F00839,4,0.640625
arbitrum:0x97f6c7f4110afe7dd51d987ee1fa03f01c933834,0,F00062,2,0.7578125
arbitrum:0x4cd241e8d1510e30b2076397afc7508ae59c66c9,0,F00800,2,0.8359375
arbitrum:0xc74b71251ed38585d344e6ab8a3f5375d56b9ef5,0,F00840,3,0.640625
arbitrum:0x4a7424df36bec3d6a791d9974c4e427ff7063821,0,F00841,1,0.8984375
